Value,Count,MUKEY,musym,muname,aws0150wta,flodfreqdcd,AREASYMBOL,areaname,farmlndcl,tfact,drainagecl,runoff,cokey,hzdept_r,hzdepb_r,hzname,desgndisc,awc_r,chkey,hydriccriterion
286799,5017.000000000000000,286799,CyC,"Conotton gravelly loam, 6 to 15 percent slopes",12.1400003,None,OH085,"Lake County, Ohio",Not prime farmland,4,Somewhat excessively drained,Low,23870777,0,25,H1,,0.1200000,70931171,
286800,136866.000000000000000,286800,DaA,"Darien silt loam, 0 to 1 percent slopes",16.2000008,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870663,,,,,,,2
286801,322183.000000000000000,286801,DaB,"Darien silt loam, 1 to 4 percent slopes",16.2000008,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870665,,,,,,,
286802,26786.000000000000000,286802,DaC,"Darien silt loam, 6 to 12 percent slopes",16.2000008,None,OH085,"Lake County, Ohio",Not prime farmland,,,,23870668,,,,,,,
286803,10903.000000000000000,286803,Dc,"Dumps, covered",,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870671,,,,,,,
286804,21066.000000000000000,286804,Du,"Dumps, chemical waste",,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870779,,,,,,,
286805,12529.000000000000000,286805,ElB,"Ellsworth silt loam, 2 to 6 percent slopes",16.5300007,None,OH085,"Lake County, Ohio",All areas are prime farmland,5,Moderately well drained,,23870865,0,20,Ap,,0.2100000,70931294,
286806,61366.000000000000000,286806,ElC,"Ellsworth silt loam, 6 to 12 percent slopes",16.5300007,None,OH085,"Lake County, Ohio",Not prime farmland,5,Moderately well drained,,23870687,64,94,Bt3,,0.0800000,70930937,
286807,22592.000000000000000,286807,ElD,"Ellsworth silt loam, 12 to 18 percent slopes",15.9799995,None,OH085,"Lake County, Ohio",Not prime farmland,3,Well drained,,23870689,0,35,H1,,0.2100000,70930950,
286808,137261.000000000000000,286808,ElF,"Ellsworth silt loam, 25 to 70 percent slopes",15.6700001,None,OH085,"Lake County, Ohio",Not prime farmland,5,Moderately well drained,,23870817,64,94,Bt3,,0.0800000,70931211,
286809,41446.000000000000000,286809,EmC,"Ellsworth silt loam, shale substratum, 6 to 12 percent slopes",14.8199997,None,OH085,"Lake County, Ohio",Not prime farmland,3,Well drained,,23870692,0,35,H1,,0.2100000,70930968,
286810,17952.000000000000000,286810,EmD,"Ellsworth silt loam, shale substratum, 12 to 18 percent slopes",14.4899998,None,OH085,"Lake County, Ohio",Not prime farmland,3,Well drained,,23870695,0,35,H1,,0.2100000,70930986,
286811,193535.000000000000000,286811,EnB,"Elnora loamy fine sand, 1 to 5 percent slopes",9.7700005,None,OH085,"Lake County, Ohio",Farmland of unique importance,,,,23870726,,,,,,,
286812,71751.000000000000000,286812,EuA,"Euclid silt loam, 0 to 2 percent slopes",25.6200008,Rare,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870833,,,,,,,
286813,45772.000000000000000,286813,FcA,"Fitchville silt loam, 1 to 4 percent slopes",31.7999992,None,OH085,"Lake County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,,23870711,0,20,Ap,,0.2400000,70931072,
286814,17339.000000000000000,286814,GfA,"Glenford silt loam, 0 to 2 percent slopes",30.3899994,None,OH085,"Lake County, Ohio",All areas are prime farmland,5,Somewhat poorly drained,,23870707,20,30,BE,,0.2200000,70931052,
286815,30164.000000000000000,286815,GfB,"Glenford silt loam, 2 to 6 percent slopes",30.3899994,None,OH085,"Lake County, Ohio",All areas are prime farmland,5,Somewhat poorly drained,,23870709,0,20,Ap,,0.2400000,70931062,
286816,194515.000000000000000,286816,GoF,"Gosport silty clay loam, 25 to 70 percent slopes",11.3000002,None,OH085,"Lake County, Ohio",Not prime farmland,,,,23870672,,,,,,,
286817,54215.000000000000000,286817,Gr,Granby sandy loam,13.5000000,None,OH085,"Lake County, Ohio",Farmland of unique importance,5,Very poorly drained,Negligible,23870675,0,30,H1,,0.1700000,70930929,3
286818,65225.000000000000000,286818,Kf,Kingsville fine sand,14.0600004,None,OH085,"Lake County, Ohio",Farmland of unique importance,,,,23870678,,,,,,,
286819,47100.000000000000000,286819,Lb,Lobdell silt loam,22.4799995,Frequent,OH085,"Lake County, Ohio",Prime farmland if protected from flooding or not frequently flooded during the growing season,,,,23870680,,,,,,,
286820,22369.000000000000000,286820,LrB,"Lordstown channery silt loam, 2 to 6 percent slopes",7.7300000,None,OH085,"Lake County, Ohio",All areas are prime farmland,,,,23870780,,,,,,,
286821,11310.000000000000000,286821,LrC,"Lordstown channery silt loam, 6 to 12 percent slopes",7.7300000,None,OH085,"Lake County, Ohio",Not prime farmland,,,,23870836,,,,,,,
286822,9907.000000000000000,286822,LxF,"Lordstown-Rock outcrop complex, 25 to 70 percent slopes",8.0299997,None,OH085,"Lake County, Ohio",Not prime farmland,,,,23870783,,,,,,,
286823,31403.000000000000000,286823,MgA,"Mahoning silt loam, 0 to 2 percent slopes",16.7800007,None,OH085,"Lake County, Ohio",Prime farmland if drained,5,Moderately well drained,,23870698,0,20,Ap,,0.2100000,70931006,
286824,194078.000000000000000,286824,MgB,"Mahoning silt loam, 2 to 6 percent slopes",16.6100006,None,OH085,"Lake County, Ohio",Prime farmland if drained,5,Poorly drained,,23870819,36,86,Btg1,,0.0800000,70931222,2
286825,224298.000000000000000,286825,MhB,"Mahoning silt loam, shale substratum, 2 to 6 percent slopes",14.8299999,None,OH085,"Lake County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,,23870822,0,15,H1,,0.1900000,70931240,
286826,39700.000000000000000,286826,Mo,Minoa fine sandy loam,24.5400009,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870729,,,,,,,
286827,15683.000000000000000,286827,MtA,"Mitiwanga silt loam, 0 to 2 percent slopes",13.9700003,None,OH085,"Lake County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,High,23870732,0,20,H1,,0.1900000,70931115,
286828,174817.000000000000000,286828,Or,Orrville silt loam,23.6700001,Frequent,OH085,"Lake County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Somewhat poorly drained,Low,23870735,0,18,H1,,0.2000000,70931119,
286829,27530.000000000000000,286829,OsA,"Oshtemo sandy loam, 0 to 2 percent slopes",13.0200005,None,OH085,"Lake County, Ohio",All areas are prime farmland,,,,23870788,,,,,,,
286830,14614.000000000000000,286830,OsB,"Oshtemo sandy loam, 2 to 6 percent slopes",13.0200005,None,OH085,"Lake County, Ohio",All areas are prime farmland,,,,23870840,,,,,,,
286831,134044.000000000000000,286831,OtB,"Otisville gravelly loamy sand, 1 to 6 percent slopes",5.1199999,None,OH085,"Lake County, Ohio",Farmland of unique importance,,,,23870790,,,,,,,
286832,317493.000000000000000,286832,Pa,Painesville fine sandy loam,23.7399998,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870843,,,,,,,2
286833,33953.000000000000000,286833,PeB,"Pierpont silt loam, 2 to 6 percent slopes",12.8299999,None,OH085,"Lake County, Ohio",All areas are prime farmland,4,Somewhat poorly drained,,23870705,0,19,Ap,,0.2300000,70931042,
286834,12083.000000000000000,286834,PeB2,"Pierpont silt loam, 2 to 6 percent slopes, eroded",11.7600002,None,OH085,"Lake County, Ohio",All areas are prime farmland,4,Moderately well drained,,23870868,114,183,C,,0.0200000,70931312,
286835,170186.000000000000000,286835,PeC2,"Pierpont silt loam, 6 to 12 percent slopes, eroded",11.7600002,None,OH085,"Lake County, Ohio",Farmland of local importance,4,Moderately well drained,,23870870,50,98,Btx,,0.0200000,70931322,
286836,21073.000000000000000,286836,PeD2,"Pierpont silt loam, 12 to 18 percent slopes, eroded",11.7600002,None,OH085,"Lake County, Ohio",Not prime farmland,4,Somewhat poorly drained,,23870714,0,19,Ap,,0.2300000,70931087,
286837,15950.000000000000000,286837,Po,"Pits, gravel",,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870846,,,,,,,
286838,83447.000000000000000,286838,PsA,"Platea silt loam, 0 to 2 percent slopes",13.7299995,None,OH085,"Lake County, Ohio",Farmland of local importance,4,Somewhat poorly drained,,23870872,0,19,Ap,,0.2300000,70931332,
286839,526271.000000000000000,286839,PsB,"Platea silt loam, 2 to 6 percent slopes",12.9399996,None,OH085,"Lake County, Ohio",Farmland of local importance,4,Somewhat poorly drained,,23870875,0,19,Ap,,0.2300000,70931346,
286840,261333.000000000000000,286840,RhA,"Red Hook sandy loam, 0 to 2 percent slopes",16.3600006,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870792,,,,,,,2
286841,6764.000000000000000,286841,Rv,Riverwash,,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870740,,,,,,,
286842,156819.000000000000000,286842,St,Stafford loamy fine sand,7.0200000,None,OH085,"Lake County, Ohio",Farmland of unique importance,,,,23870741,,,,,,,2
286843,26247.000000000000000,286843,Sw,Swanton fine sandy loam,23.2600002,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870744,,,,,,,2
286844,69624.000000000000000,286844,Tg,Tioga loam,19.5300007,Frequent,OH085,"Lake County, Ohio",Prime farmland if protected from flooding or not frequently flooded during the growing season,,,,23870746,,,,,,,
286845,30805.000000000000000,286845,Th,Tioga Variant silt loam,23.5400009,Rare,OH085,"Lake County, Ohio",Prime farmland if protected from flooding or not frequently flooded during the growing season,,,,23870796,,,,,,,
286846,313577.000000000000000,286846,TyB,"Tyner loamy sand, 1 to 6 percent slopes",13.7399998,None,OH085,"Lake County, Ohio",All areas are prime farmland,,,,23870847,,,,,,,
286847,22704.000000000000000,286847,TyC,"Tyner loamy sand, 6 to 12 percent slopes",13.7399998,None,OH085,"Lake County, Ohio",All areas are prime farmland,5,Well drained,Very low,23870799,0,20,H1,,0.1100000,70931194,
286848,51561.000000000000000,286848,TzA,Tyner Variant sandy loam,13.4499998,None,OH085,"Lake County, Ohio",All areas are prime farmland,,,,23870851,,,,,,,
286849,56071.000000000000000,286849,UdB,"Udorthents, gently sloping",,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870801,,,,,,,
286850,128843.000000000000000,286850,UdD,"Udorthents, moderately steep",,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870684,,,,,,,
286851,25113.000000000000000,286851,Ur,Urban land,,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870685,,,,,,,
286852,58529.000000000000000,286852,W,Water,,,OH085,"Lake County, Ohio",Not prime farmland,,,,23870686,,,,,,,
286853,348.000000000000000,286853,HaA,"Harbor fine sandy loam, 0 to 3 percent slopes",18.5699997,None,OH085,"Lake County, Ohio",All areas are prime farmland,,,,23870854,,,,,,,
286854,183.000000000000000,286854,HrB,"Hornell silt loam, 2 to 6 percent slopes",11.0900002,None,OH085,"Lake County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,High,23870753,0,23,H1,,0.1900000,70931135,
286855,17698.000000000000000,286855,HrA,"Hornell silt loam, 0 to 2 percent slopes",9.8299999,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870749,,,,,,,
286856,275.000000000000000,286856,Ho,"Holly silt loam, frequently flooded",23.3700008,Frequent,OH085,"Lake County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,,,,23870803,,,,,,,2
286857,223.000000000000000,286857,Mk,"Otego silt loam, frequently flooded",27.4599991,Frequent,OH085,"Lake County, Ohio",Prime farmland if protected from flooding or not frequently flooded during the growing season,,,,23870860,,,,,,,
286858,230.000000000000000,286858,Mm,"Mill silt loam, 0 to 2 percent slopes",25.9300003,None,OH085,"Lake County, Ohio",Prime farmland if drained,5,Poorly drained,,23870702,0,24,Ap,,0.2300000,70931030,2
286859,157.000000000000000,286859,RkB,"Red Hook silt loam, 2 to 6 percent slopes",16.0799999,None,OH085,"Lake County, Ohio",Prime farmland if drained,,,,23870757,,,,,,,
286860,63.000000000000000,286860,ToD,"Towerville silt loam, 12 to 18 percent slopes",12.0299997,None,OH085,"Lake County, Ohio",Not prime farmland,,,,23870814,,,,,,,
286861,181551.000000000000000,286861,AmE,"Amanda loam, 18 to 25 percent slopes",25.6399994,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867641,,,,,,,
286862,30659.000000000000000,286862,AwB,"Amanda-Wooster complex, 2 to 6 percent slopes",22.3099995,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23867742,,,,,,,
286863,62138.000000000000000,286863,AwC2,"Amanda-Wooster complex, 6 to 12 percent slopes, eroded",22.3099995,None,OH075,"Holmes County, Ohio",Farmland of local importance,,,,23868007,,,,,,,
286864,25140.000000000000000,286864,AwD2,"Amanda-Wooster complex, 12 to 18 percent slopes, eroded",22.3099995,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867745,,,,,,,
286865,69531.000000000000000,286865,BkD,"Berks silt loam, 15 to 25 percent slopes, very stony",4.3000002,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23868010,,,,,,,
286866,199483.000000000000000,286866,BkE,"Berks silt loam, 25 to 35 percent slopes, very stony",4.3000002,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867873,,,,,,,
286867,189598.000000000000000,286867,BkF,"Berks silt loam, 35 to 70 percent slopes, very stony",4.3000002,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867878,,,,,,,
286871,8055.000000000000000,286871,BtA,"Bogart silt loam, 0 to 2 percent slopes",17.1499996,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23867748,,,,,,,
286872,23732.000000000000000,286872,BtB,"Bogart silt loam, 2 to 6 percent slopes",17.1499996,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23868015,,,,,,,
286873,183226.000000000000000,286873,BvD,"Brownsville channery silt loam, 15 to 25 percent slopes",12.4399996,None,OH075,"Holmes County, Ohio",Not prime farmland,5,Moderately well drained,,23867713,112,170,2C,2,0.1200000,70923236,
286874,321321.000000000000000,286874,BvE,"Brownsville channery silt loam, 25 to 35 percent slopes",12.5500002,None,OH075,"Holmes County, Ohio",Not prime farmland,3,Well drained,High,23867720,127,152,R,,,70923270,
286875,279469.000000000000000,286875,BvF,"Brownsville channery silt loam, 35 to 70 percent slopes",12.9499998,None,OH075,"Holmes County, Ohio",Not prime farmland,3,Well drained,,23867728,0,3,Oi,,0.0100000,70923308,
286876,4750.000000000000000,286876,ByF,"Brownsville-Rock outcrop complex, 35 to 70 percent slopes",12.8299999,None,OH075,"Holmes County, Ohio",Not prime farmland,5,Moderately well drained,,23867858,15,38,Bt1,,0.1200000,70923759,
286877,554917.000000000000000,286877,CdB,"Canfield silt loam, 2 to 6 percent slopes",13.8500004,None,OH075,"Holmes County, Ohio",All areas are prime farmland,4,Moderately well drained,,23867820,114,157,2C1,2,0.0200000,70923549,
286878,48430.000000000000000,286878,CdC,"Canfield silt loam, 6 to 12 percent slopes",13.8500004,None,OH075,"Holmes County, Ohio",Farmland of local importance,4,Moderately well drained,,23868090,114,157,2C1,2,0.0200000,70924284,
286879,211458.000000000000000,286879,CdC2,"Canfield silt loam, 6 to 12 percent slopes, eroded",13.0400000,None,OH075,"Holmes County, Ohio",Farmland of local importance,4,Moderately well drained,,23867834,15,18,BE,,0.2000000,70923641,
286880,18417.000000000000000,286880,Ce,Carlisle muck,60.0000000,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867751,,,,,,,2
286881,69628.000000000000000,286881,CgB,"Centerburg silt loam, 2 to 6 percent slopes",24.7199993,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23868018,,,,,,,2
286882,15252.000000000000000,286882,CgC2,"Centerburg silt loam, 6 to 12 percent slopes, eroded",24.7199993,None,OH075,"Holmes County, Ohio",Farmland of local importance,,,,23867754,,,,,,,2
286883,25711.000000000000000,286883,CnA,"Chili loam, 0 to 2 percent slopes",15.6199999,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23867883,,,,,,,
286884,163350.000000000000000,286884,CnB,"Chili loam, 2 to 6 percent slopes",15.6199999,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23867886,,,,,,,
286885,234143.000000000000000,286885,CnC2,"Chili loam, 6 to 12 percent slopes, eroded",15.6199999,None,OH075,"Holmes County, Ohio",Farmland of local importance,,,,23867889,,,,,,,
286886,137997.000000000000000,286886,CnD2,"Chili loam, 12 to 18 percent slopes, eroded",15.6199999,None,OH075,"Holmes County, Ohio",Farmland of local importance,,,,23867892,,,,,,,
286887,45978.000000000000000,286887,CnE,"Chili loam, 18 to 25 percent slopes",15.6199999,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867767,,,,,,,
286888,37927.000000000000000,286888,CnF,"Chili loam, 25 to 70 percent slopes",15.6199999,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23868026,,,,,,,
286889,55305.000000000000000,286889,CoE,"Chili-Amanda complex, 18 to 25 percent slopes",19.5200005,None,OH075,"Holmes County, Ohio",Not prime farmland,,,,23867770,,,,,,,
286890,18493.000000000000000,286890,CpA,"Cidermill silt loam, 0 to 2 percent slopes",21.9899998,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23868028,,,,,,,
286891,37256.000000000000000,286891,CpB,"Cidermill silt loam, 2 to 6 percent slopes",21.9899998,None,OH075,"Holmes County, Ohio",All areas are prime farmland,,,,23867644,,,,,,,
286892,281031.000000000000000,286892,CtB,"Coshocton silt loam, 2 to 6 percent slopes",20.5000000,None,OH075,"Holmes County, Ohio",All areas are prime farmland,3,Moderately well drained,,23867687,0,18,Ap,,0.2100000,70923098,
286893,1094158.000000000000000,286893,CtC2,"Coshocton silt loam, 6 to 15 percent slopes, eroded",21.8799992,None,OH075,"Holmes County, Ohio",Farmland of local importance,5,Moderately well drained,,23867702,170,195,2Cr,2,,70923177,
286894,970471.000000000000000,286894,CtD2,"Coshocton silt loam, 15 to 25 percent slopes, eroded",21.8400002,None,OH075,"Holmes County, Ohio",Farmland of local importance,5,Moderately well drained,,23868092,170,195,2Cr,2,,70924299,
